7.017000000000000171e+01,5.787969970703125000e+01,6.853000000000000114e+01
7.054000000000000625e+01,5.963295745849609375e+01,6.801000000000000512e+01
7.046999999999999886e+01,5.864338302612304688e+01,6.800000000000000000e+01
7.056000000000000227e+01,5.706701278686523438e+01,6.800000000000000000e+01
7.043000000000000682e+01,5.909242248535156250e+01,6.798000000000000398e+01
7.064000000000000057e+01,6.061349105834960938e+01,6.785999999999999943e+01
7.084000000000000341e+01,5.837390899658203125e+01,6.759000000000000341e+01
7.073000000000000398e+01,6.205624771118164062e+01,6.750000000000000000e+01
7.034999999999999432e+01,5.938464355468750000e+01,6.737999999999999545e+01
7.068999999999999773e+01,5.752746200561523438e+01,6.748999999999999488e+01
7.026999999999999602e+01,5.780466842651367188e+01,6.781999999999999318e+01
7.089000000000000057e+01,5.933180618286132812e+01,6.784000000000000341e+01
7.167000000000000171e+01,6.052410507202148438e+01,6.751999999999999602e+01
7.140999999999999659e+01,5.738786697387695312e+01,6.760999999999999943e+01
7.139000000000000057e+01,5.821164703369140625e+01,6.740000000000000568e+01
7.056000000000000227e+01,5.824000167846679688e+01,6.732999999999999829e+01
7.009000000000000341e+01,5.768317413330078125e+01,6.715000000000000568e+01
6.979000000000000625e+01,5.950163650512695312e+01,6.709000000000000341e+01
7.078000000000000114e+01,5.832628250122070312e+01,6.760999999999999943e+01
7.203000000000000114e+01,5.816260528564453125e+01,6.778000000000000114e+01
7.181000000000000227e+01,5.879829788208007812e+01,6.764000000000000057e+01
6.803000000000000114e+01,5.958823776245117188e+01,6.800000000000000000e+01
7.254999999999999716e+01,5.688389205932617188e+01,6.776999999999999602e+01
7.351000000000000512e+01,5.911277008056640625e+01,6.754000000000000625e+01
7.312999999999999545e+01,5.596261978149414062e+01,6.831000000000000227e+01
7.290999999999999659e+01,5.795706939697265625e+01,6.840999999999999659e+01
7.306000000000000227e+01,6.046430969238281250e+01,6.837999999999999545e+01
7.229999999999999716e+01,5.800874328613281250e+01,6.839000000000000057e+01
7.201999999999999602e+01,5.809461593627929688e+01,6.809000000000000341e+01
6.962999999999999545e+01,5.831834030151367188e+01,6.826000000000000512e+01
7.014000000000000057e+01,6.119031524658203125e+01,6.862000000000000455e+01
7.059999999999999432e+01,5.920099258422851562e+01,6.840000000000000568e+01
7.081000000000000227e+01,5.761241531372070312e+01,6.845000000000000284e+01
7.140000000000000568e+01,5.943505859375000000e+01,6.904000000000000625e+01
7.307999999999999829e+01,5.826565933227539062e+01,6.932999999999999829e+01
7.496999999999999886e+01,5.983206558227539062e+01,7.065000000000000568e+01
7.546999999999999886e+01,5.681949996948242188e+01,7.087000000000000455e+01
7.592000000000000171e+01,5.660166549682617188e+01,7.057999999999999829e+01
7.576999999999999602e+01,5.766879272460937500e+01,7.079999999999999716e+01
7.456999999999999318e+01,5.971484375000000000e+01,6.995999999999999375e+01
7.456999999999999318e+01,6.061542129516601562e+01,7.078000000000000114e+01
7.329000000000000625e+01,5.850038146972656250e+01,7.098999999999999488e+01
7.300000000000000000e+01,5.909065246582031250e+01,7.093999999999999773e+01
7.253000000000000114e+01,6.047204589843750000e+01,7.101000000000000512e+01
7.204999999999999716e+01,5.752523422241210938e+01,7.028000000000000114e+01
7.153000000000000114e+01,5.829457855224609375e+01,7.001000000000000512e+01
7.123000000000000398e+01,5.895091247558593750e+01,7.012999999999999545e+01
7.100000000000000000e+01,5.880093002319335938e+01,7.032999999999999829e+01
