2.464999999999999858e+01,2.253815078735351562e+01,2.487000000000000099e+01
2.462000000000000099e+01,2.263293647766113281e+01,2.482000000000000028e+01
2.464000000000000057e+01,2.269734764099121094e+01,2.487000000000000099e+01
2.462000000000000099e+01,2.245543861389160156e+01,2.512000000000000099e+01
2.460000000000000142e+01,2.259265899658203125e+01,2.576000000000000156e+01
2.455999999999999872e+01,2.243461608886718750e+01,2.591000000000000014e+01
2.455999999999999872e+01,2.257376861572265625e+01,2.585999999999999943e+01
2.458999999999999986e+01,2.264282608032226562e+01,2.589000000000000057e+01
2.457000000000000028e+01,2.295615768432617188e+01,2.596000000000000085e+01
2.458999999999999986e+01,2.278898811340332031e+01,2.605999999999999872e+01
2.457000000000000028e+01,2.261877822875976562e+01,2.607000000000000028e+01
2.455000000000000071e+01,2.279449462890625000e+01,2.607999999999999829e+01
2.457999999999999829e+01,2.273869323730468750e+01,2.614999999999999858e+01
2.467999999999999972e+01,2.258116149902343750e+01,2.539000000000000057e+01
2.469999999999999929e+01,2.251091194152832031e+01,2.487999999999999901e+01
2.475000000000000000e+01,2.246911811828613281e+01,2.482000000000000028e+01
2.489000000000000057e+01,2.257717323303222656e+01,2.505999999999999872e+01
2.532000000000000028e+01,2.272312927246093750e+01,2.569000000000000128e+01
2.598000000000000043e+01,2.270324516296386719e+01,2.642000000000000171e+01
2.585999999999999943e+01,2.301246833801269531e+01,2.616000000000000014e+01
2.582000000000000028e+01,2.300713348388671875e+01,2.617000000000000171e+01
2.592000000000000171e+01,2.308289146423339844e+01,2.594999999999999929e+01
2.578999999999999915e+01,2.310007476806640625e+01,2.594000000000000128e+01
2.589999999999999858e+01,2.321829223632812500e+01,2.616000000000000014e+01
2.596000000000000085e+01,2.316833877563476562e+01,2.598999999999999844e+01
2.575000000000000000e+01,2.301163291931152344e+01,2.603000000000000114e+01
2.567000000000000171e+01,2.310542869567871094e+01,2.596999999999999886e+01
2.550000000000000000e+01,2.315731048583984375e+01,2.567000000000000171e+01
2.535000000000000142e+01,2.306158447265625000e+01,2.553000000000000114e+01
2.521000000000000085e+01,2.285985565185546875e+01,2.519999999999999929e+01
2.517000000000000171e+01,2.296994590759277344e+01,2.466000000000000014e+01
2.517000000000000171e+01,2.283965682983398438e+01,2.460999999999999943e+01
2.494999999999999929e+01,2.284853553771972656e+01,2.444999999999999929e+01
2.496000000000000085e+01,2.278698730468750000e+01,2.451999999999999957e+01
2.508999999999999986e+01,2.262702369689941406e+01,2.448000000000000043e+01
2.505000000000000071e+01,2.272933006286621094e+01,2.435000000000000142e+01
2.494999999999999929e+01,2.267079353332519531e+01,2.425000000000000000e+01
2.548000000000000043e+01,2.261778450012207031e+01,2.421999999999999886e+01
2.485000000000000142e+01,2.272224044799804688e+01,2.433999999999999986e+01
2.473999999999999844e+01,2.274591445922851562e+01,2.457999999999999829e+01
2.469999999999999929e+01,2.269117736816406250e+01,2.466000000000000014e+01
2.455999999999999872e+01,2.272500038146972656e+01,2.469000000000000128e+01
2.450000000000000000e+01,2.262938690185546875e+01,2.464000000000000057e+01
2.437999999999999901e+01,2.271958732604980469e+01,2.462000000000000099e+01
2.435000000000000142e+01,2.267988777160644531e+01,2.462000000000000099e+01
2.435999999999999943e+01,2.271444702148437500e+01,2.460000000000000142e+01
2.426999999999999957e+01,2.260289192199707031e+01,2.460999999999999943e+01
2.426000000000000156e+01,2.256050872802734375e+01,2.462999999999999901e+01
